user,fund,rating,return
user_1495,fund_3304,4,-0.03919125902836128
user_5232,fund_1853,1,0.044346483459374406
user_6585,fund_4659,4,0.2657505219351503
user_3581,fund_3457,3,0.34642757803337304
user_7280,fund_1636,1,0.1730763552902411
user_698,fund_2160,2,0.14112682360995943
user_4737,fund_854,5,0.1803520531998151
user_5855,fund_3474,2,-0.11559927301112548
user_5172,fund_1707,2,0.12422464201089731
user_5791,fund_1733,4,-0.02737333317418479
user_3510,fund_202,3,0.11048190727777835
user_8958,fund_4389,5,0.11445576202532497
user_2931,fund_197,3,0.16644362063646126
user_6287,fund_608,1,-0.07155984148430618
user_9339,fund_4282,5,0.11666886337349909
user_9986,fund_659,4,0.25426081937370587
user_7098,fund_1369,3,-0.21019243498171603
user_8338,fund_3219,4,0.18719500849226867
user_8680,fund_2976,2,0.2580676675373342
user_4736,fund_1802,4,0.3516563842794173
user_8120,fund_4061,2,0.0747432491865652
user_262,fund_623,1,0.26022295061516987
user_2049,fund_3723,5,-0.014958567634371103
user_3108,fund_4090,1,0.05022663647543435
user_7400,fund_3170,3,-0.03311922095217071
user_2255,fund_1154,4,-0.16335976668679902
user_6295,fund_3191,1,0.1999356113353862
user_1648,fund_1445,4,0.1076897361104446
user_8445,fund_3183,1,-0.14463017789137134
user_98,fund_2200,5,0.12810308999488024
user_2961,fund_4973,2,0.010637126029697935
user_2869,fund_3234,5,0.029871394008641014
user_8352,fund_4493,5,-0.10988808958425254
user_4911,fund_3987,3,0.034989224021879345
user_4496,fund_4735,1,0.14447572334995198
user_4555,fund_954,3,0.05909648564716677
user_3446,fund_1045,5,0.07042571100664273
user_8754,fund_2485,3,0.26570473315008775
user_225,fund_4893,1,-0.16400729135825903
user_7022,fund_959,1,0.009863285465999252
user_7996,fund_815,3,0.12994749266984237
user_7683,fund_4642,1,0.09288595556857146
user_7679,fund_16,4,0.08111873901478331
user_9435,fund_2205,5,0.05900763807313822
user_1069,fund_3444,3,0.1011870686328194
user_1060,fund_2327,5,0.06834376335157784
user_301,fund_4276,3,0.04224080242778944
user_699,fund_1139,5,0.17052206902163394
user_980,fund_2975,1,0.00502763192056839
user_3327,fund_3394,2,0.059842839814080506
user_1816,fund_569,3,0.1578791049323408
user_1895,fund_2733,2,-0.07960528465616183
user_7455,fund_4014,2,0.2426305159973935
user_7806,fund_154,2,0.23790673678970387
user_1409,fund_4057,1,0.09402861114863935
user_8096,fund_4341,5,0.02166562083298991
user_5801,fund_2806,2,0.12204671839996317
user_5986,fund_1841,1,-0.03346318512233512
user_8716,fund_2950,1,-0.0036431312608188465
user_4780,fund_4115,1,0.07638512285992477
user_6655,fund_4495,4,0.1399036381082443
user_6002,fund_1166,4,0.17952795565042243
user_5919,fund_2774,3,0.3436889297754122
user_3769,fund_574,5,0.23333143671855167
user_6293,fund_1715,2,0.058289273880803925
user_3854,fund_2491,5,0.05020533233601282
user_3124,fund_3051,4,0.27938541364394426
user_4,fund_4869,5,0.10304394325045674
user_9183,fund_4142,3,0.14099316474295465
user_6966,fund_4364,2,0.07714366865020812
user_635,fund_1693,3,-0.03045762541493327
user_4752,fund_119,3,0.13173212194440947
user_5177,fund_1369,5,-0.21019243498171603
user_8308,fund_2838,1,-0.07771103948394616
user_1931,fund_1012,1,-0.01899188341267205
user_1081,fund_4729,1,-0.1999899205450274
user_7805,fund_559,1,-0.05544265831650934
user_7404,fund_4992,5,-0.21150237873096972
user_4070,fund_4799,5,0.33589704925246816
user_7004,fund_2294,3,-0.020992102384302616
user_3147,fund_4249,3,0.07682659535178905
user_7253,fund_2744,5,0.13881167509836387
user_9435,fund_3118,1,0.04002264024709794
user_2141,fund_3059,5,0.15262522588406763
user_6617,fund_2479,5,0.39188724909483763
user_9827,fund_1757,5,0.06993364608480422
user_5881,fund_2849,4,0.027757066564973856
user_7390,fund_3730,2,-0.0186667977021312
user_9823,fund_2816,5,0.013815220749335402
user_4611,fund_3087,2,-0.14584578214748645
user_9087,fund_3546,4,0.28817606526522166
user_1687,fund_1931,2,-0.13491882446555337
user_2427,fund_1568,1,0.0398743359764814
user_5052,fund_2738,3,0.16977091339522782
user_5732,fund_3913,3,-0.0634761906349504
user_7723,fund_4380,5,0.05543890908003617
user_4107,fund_3373,2,0.1498138801865902
user_8945,fund_2082,1,-0.0177157944766467
user_8967,fund_1625,2,-0.2512055726419194
user_8306,fund_616,4,-0.03684348639728853
user_825,fund_1516,3,0.13010812522821708
user_412,fund_728,5,0.22536008383571243
user_7164,fund_2808,4,0.13871153826768767
user_5988,fund_2504,3,0.17565190163087743
user_1122,fund_4079,4,-0.20658883546277618
user_5073,fund_2143,5,-0.09643251765987758
user_3440,fund_3766,5,0.08496332107583211
user_2914,fund_4968,1,0.07388442182876086
user_8787,fund_728,5,0.22536008383571243
user_698,fund_395,5,0.08709098845111451
user_7400,fund_4171,1,0.11289472152449621
user_2502,fund_1819,4,-0.0341777962386363
user_4946,fund_3577,5,-0.09220464609372973
user_7266,fund_4491,1,0.1741856332775093
user_5588,fund_3636,1,0.3323076754298557
user_1062,fund_2156,5,-0.04376322695602711
user_5161,fund_2982,2,0.1813809686717162
user_9348,fund_732,3,0.27543971156845043
user_8010,fund_4846,4,0.018545847220108755
user_7241,fund_953,4,-0.01573454265955708
user_7056,fund_3324,5,0.16601023480841098
user_1191,fund_2993,3,0.13829053403172348
user_2681,fund_1217,5,0.3823176796079333
user_6172,fund_3236,3,-0.027616135228088173
user_9580,fund_1856,4,0.2391096231532806
user_9872,fund_510,1,-0.027173920543737184
user_1324,fund_1155,4,0.3353584950489182
user_3141,fund_3486,3,0.28172302151480266
user_6588,fund_2923,3,0.16220497598044964
user_8905,fund_3602,3,-0.008584419250401085
user_4268,fund_4748,2,0.3337283612059592
user_9435,fund_3709,2,0.24081747559397765
user_6619,fund_455,5,0.046024710904704585
user_9086,fund_1384,1,-0.0427063667028352
user_6530,fund_1996,4,0.20553956350178354
user_504,fund_1214,4,0.07266727539514846
user_7576,fund_823,1,-0.2449515289566404
user_5029,fund_133,2,0.18052944334164822
user_3627,fund_4780,5,0.22529363382298934
user_1852,fund_4910,5,-0.10619447319289897
user_4175,fund_2933,5,-0.02411059930613929
user_5348,fund_1250,3,0.2968713118974391
user_6190,fund_1256,1,0.0078019392095469015
user_5645,fund_3486,1,0.28172302151480266
user_9588,fund_3637,3,-0.00047626648877600875
user_2703,fund_470,1,0.17181774609517103
user_7114,fund_1353,4,0.01488603833135295
user_7575,fund_667,5,-0.12255005633779407
user_9337,fund_4185,2,0.2309891647128417
user_7483,fund_539,4,0.0689614022300569
user_4964,fund_4136,4,0.25135643860896234
user_3775,fund_2508,4,-0.1007352234565929
user_924,fund_2956,3,0.15515171175519793
user_3324,fund_4485,2,0.13866570492540295
user_7026,fund_255,5,-0.06490022775596872
user_1838,fund_1944,2,0.12391545117642228
user_9,fund_2871,2,0.22680192787987047
user_7418,fund_4972,5,0.19649912107212386
user_1015,fund_1824,1,-0.10252548245753164
user_2193,fund_223,1,0.040006365184357
user_7449,fund_4158,1,0.27360937663087653
user_3925,fund_4784,5,0.22767403910812012
user_4000,fund_1633,1,-0.008934348182747132
user_7266,fund_510,1,-0.027173920543737184
user_404,fund_4613,4,-0.12486960057448328
user_2000,fund_2756,5,0.10926596298603801
user_5989,fund_1460,5,0.2596282172735516
user_3636,fund_2724,2,0.15496092188831553
user_4178,fund_2048,3,0.09302631339923464
user_4780,fund_716,4,-0.04494614378845185
user_5565,fund_4544,1,0.14930553956657938
user_3419,fund_1574,2,0.15686032072425005
user_249,fund_673,3,0.023135051881002566
user_4363,fund_1984,4,0.2154208356528337
user_8580,fund_3037,3,-0.06552430415622147
user_6544,fund_4719,5,0.1650055178601325
user_6996,fund_3981,2,-0.01806201357709418
user_4530,fund_2150,4,0.12494315409527673
user_6881,fund_1329,2,0.11297888897678218
user_8017,fund_1358,3,0.33290192238387284
user_1331,fund_4344,1,0.07120875361171389
user_9550,fund_4637,2,-0.13084446208322742
user_7730,fund_2128,5,-0.011391088228913021
user_4892,fund_137,1,-0.1000534302453313
user_5449,fund_2832,4,0.16148439065136705
user_5971,fund_3031,5,0.06665610905713684
user_7941,fund_4300,3,-0.27638553050210657
user_1906,fund_760,3,0.08666040407366087
user_6031,fund_899,4,0.06508949286479769
user_9911,fund_280,3,-0.17969819093439704
user_1887,fund_3266,3,0.3275479281017871
user_4188,fund_671,2,0.15168474857643366
user_6777,fund_3122,3,-0.06572118101932554
user_7956,fund_4699,2,0.08601861951093676
user_3900,fund_523,2,-0.028116278013176246
user_2593,fund_1968,2,0.2741070345276599
user_7240,fund_2296,1,0.16738286759955967
user_6493,fund_4202,5,0.09072347770832265
user_4432,fund_2055,1,0.010648729515036495
user_1276,fund_2766,2,0.014821827748173838
user_8150,fund_2125,2,0.09895839855787082
user_364,fund_4621,3,0.13778564015230116
user_5126,fund_1646,3,-0.011644653642305214
user_5870,fund_1531,5,-0.023981441738636033
user_3345,fund_1906,1,0.07071802992328376
user_5750,fund_4580,4,0.15909790569174237
user_8905,fund_1062,1,0.03868096848661121
user_1296,fund_125,4,-0.08608519989601572
user_4632,fund_3596,4,-0.10382430149895126
user_6168,fund_1603,2,0.09881204481339034
user_8258,fund_232,5,0.11185021608940945
user_9361,fund_2158,4,0.20044429822220478
user_4206,fund_1493,2,-0.18143920849259626
user_7943,fund_4007,1,0.016381409381536358
user_6891,fund_2472,5,-0.24446979651142936
user_2739,fund_1761,3,0.08345850744613424
user_876,fund_3812,1,0.03717431418478164
user_9504,fund_1460,5,0.2596282172735516
user_1733,fund_1605,4,0.35220737894608806
user_6986,fund_3517,1,0.4146290573656658
user_8434,fund_2590,5,-0.1260673455220222
user_9111,fund_5,2,-0.17790500464195025
user_8659,fund_4170,4,0.11144993907642743
user_5966,fund_645,1,0.09467913935786675
user_2551,fund_4289,3,0.04893313453326163
user_6316,fund_1141,4,-0.15312354165031555
user_8915,fund_224,4,0.30303764775386266
user_4208,fund_4654,1,0.15300847544752208
user_6233,fund_4749,5,0.10457340732788946
user_1917,fund_4234,4,0.0947354143971329
user_6988,fund_2026,3,0.0800893148315349
user_3744,fund_901,2,0.08901973997870724
user_9,fund_260,2,-0.03591127685685372
user_2219,fund_2060,2,0.0009343158498137383
user_1619,fund_320,5,0.2814699287349673
user_2832,fund_2824,3,0.09450893215354954
user_3490,fund_3677,1,-0.12563382478300983
user_1604,fund_4027,4,0.08177117763451104
user_1908,fund_375,3,0.013468299185149676
user_5256,fund_2635,3,0.31123893513159157
user_9762,fund_2560,4,0.08005734253736896
user_5951,fund_3850,1,0.0007697310479416603
user_9444,fund_1314,5,0.1762921999075025
user_2898,fund_77,2,0.15036717521339796
user_4227,fund_600,5,-0.19960860257954605
user_1065,fund_2136,2,0.16047899577365063
user_9510,fund_4711,3,0.2530885572551223
user_7804,fund_4670,1,-0.04817042689447708
user_2712,fund_2192,1,0.10084571557274677
user_4033,fund_1997,5,0.039751388240565476
user_3687,fund_2151,3,0.1686194195541128
user_1970,fund_197,3,0.16644362063646126
user_1202,fund_2035,3,0.09002644898444438
user_419,fund_2204,1,0.042290936731627315
user_1120,fund_3068,5,0.018878779577153573
user_950,fund_2336,4,0.06371613528398529
user_2645,fund_1857,2,0.29936386166381324
user_4612,fund_1865,1,-0.007288763858506811
user_6028,fund_4910,4,-0.10619447319289897
user_6359,fund_3228,5,0.1395488160997029
user_2371,fund_2891,5,0.3012970711855442
user_4225,fund_94,3,0.11984755531066058
user_6898,fund_1955,4,-0.09438760052702862
user_793,fund_1834,3,0.28111713946726014
user_2116,fund_4106,2,0.09394225691188056
user_6166,fund_814,2,0.14786105553645051
user_8554,fund_2443,2,0.17517496837788094
user_7783,fund_3005,2,0.24225154062685766
user_984,fund_1639,4,0.19553819275831263
user_3531,fund_4451,4,0.02173046855554677
user_3876,fund_126,2,-0.18289100781357642
user_8795,fund_3449,1,0.35553210997427226
user_5109,fund_4146,5,-0.03352227051041097
user_3368,fund_3797,3,-0.0052279478115804245
user_1792,fund_2861,5,-0.027748322862817823
user_3476,fund_3417,4,-0.12618302673816661
user_9397,fund_3030,1,0.1260262824149554
user_3072,fund_1854,3,0.13765850237485455
user_5031,fund_2708,1,0.1926273567025249
user_9524,fund_201,4,0.06655251086062206
user_6456,fund_4212,2,0.12041126084610328
user_7970,fund_574,4,0.23333143671855167
user_536,fund_1625,3,-0.2512055726419194
user_7973,fund_385,2,0.2628722508273104
user_8666,fund_417,3,0.18136339233585735
user_3600,fund_954,4,0.05909648564716677
user_1205,fund_4759,1,-0.1187485166644922
user_1990,fund_4805,5,0.21364634648905556
user_5975,fund_4380,3,0.05543890908003617
user_4757,fund_2713,4,0.02626101636603987
user_5588,fund_3120,1,0.04697096406339989
user_3432,fund_688,4,0.4633497136585197
user_3701,fund_341,4,-0.1817116590763458
user_5182,fund_1724,1,0.11589252475620075
user_4422,fund_1792,5,-0.07131448533393613
user_9181,fund_2262,3,0.08115165551737563
user_8058,fund_951,3,0.07948125541294841
user_2079,fund_2717,5,-0.015391800932213984
user_4524,fund_1500,3,0.16116558783224952
user_2065,fund_768,3,0.0483560819863818
user_6645,fund_2161,3,0.3083966419713147
user_4926,fund_3335,5,0.034386672425187545
user_8038,fund_4895,2,0.014703750827180881
user_1481,fund_1901,2,-0.12133020498580509
user_3451,fund_4064,4,0.0035051965653516842
user_3462,fund_3079,1,0.004845707301569496
user_5954,fund_2490,5,0.2300943634038763
user_8519,fund_3310,5,0.36674402162726094
user_6722,fund_3675,2,0.0005143787881260048
user_7970,fund_2143,3,-0.09643251765987758
user_4547,fund_164,5,0.21436916197258854
user_5005,fund_822,2,0.23990557108704708
user_6150,fund_4425,1,-0.06761510790581103
user_2198,fund_3156,3,0.18389773769147896
user_3695,fund_3452,3,0.11021734354789112
user_1308,fund_4177,2,-0.05223072335669825
user_6852,fund_3594,2,-0.040605271717358477
user_1409,fund_4802,4,0.015433137576626746
user_1555,fund_804,1,0.06133318465655204
user_7083,fund_3577,4,-0.09220464609372973
user_2679,fund_2106,1,-0.008623631180950289
user_3186,fund_3280,1,0.38128688411396416
user_2599,fund_4033,5,0.11424964998835166
user_1304,fund_3430,1,0.04226570752773795
user_5877,fund_1301,3,0.21472710470047623
user_2541,fund_2051,2,0.3280431614482453
user_8633,fund_2076,5,0.048003497890509034
user_8996,fund_74,2,-0.055511600780421985
user_5475,fund_40,2,0.08487521596326968
user_7184,fund_4683,5,-0.05177017157409493
user_8041,fund_341,5,-0.1817116590763458
user_2074,fund_645,3,0.09467913935786675
user_4263,fund_609,4,-0.21594187079964589
user_6136,fund_454,2,0.04405551671908096
user_9900,fund_3472,2,0.1265786406592752
user_3028,fund_4797,2,-0.135310975162325
user_3629,fund_4225,4,0.07148899249941401
user_5941,fund_1386,1,0.37188632424049234
user_2866,fund_4788,4,0.3967526758652723
user_5490,fund_4889,5,0.1419844446019292
user_8340,fund_3850,3,0.0007697310479416603
user_7679,fund_1136,3,-0.022143294185388573
user_9442,fund_1333,2,0.062338309611609355
user_4150,fund_2711,5,0.1752906149462476
user_7479,fund_1785,4,0.10923358504765976
user_8942,fund_1762,4,0.19102894051071506
user_7101,fund_4460,3,0.3208838810579677
user_481,fund_153,2,0.2822292300936297
user_1524,fund_2120,1,0.18933767961435016
user_2343,fund_1240,5,-0.03432952532970769
user_9130,fund_1639,2,0.19553819275831263
user_7970,fund_4226,2,-0.04312641850269219
user_1252,fund_4203,4,-0.000210028384397834
user_9650,fund_3549,2,0.03286596061988036
user_6667,fund_2322,5,0.1851862520650182
user_4090,fund_3004,1,0.16877175923012938
user_329,fund_3640,1,-0.09508239498272857
user_7982,fund_4107,3,0.12263098412048451
user_5895,fund_4062,5,0.27047759388691883
user_1750,fund_2421,1,0.091778191448223
user_6609,fund_3726,3,0.11855602523806344
user_3993,fund_488,5,0.06510801254626372
user_8238,fund_3359,2,0.22550066121039825
user_4806,fund_400,2,0.12161349717047128
user_7124,fund_3157,2,0.11286785079511437
user_390,fund_3853,5,-0.23326744893461732
user_7686,fund_4232,3,-0.025800715889180703
user_8007,fund_1521,3,0.12382291230210707
user_1500,fund_3294,4,-0.16418680713914952
user_9126,fund_3042,2,0.12696573073047093
user_1466,fund_3561,1,-0.08324449739666677
user_7693,fund_1182,3,0.05313128181878056
user_2667,fund_130,5,0.0805228287382747
user_2983,fund_4278,4,0.2505523625797916
user_8230,fund_3959,1,0.10737392996643078
user_5468,fund_920,5,0.23666679392123952
user_8684,fund_1131,2,-0.016942842039755407
user_8502,fund_738,2,0.2928801400847121
user_545,fund_2461,3,0.27599419516379975
user_9996,fund_3212,2,-0.011120834344377661
user_3810,fund_813,4,0.007495179590437218
user_2032,fund_4572,5,0.37454650073506485
user_271,fund_3511,4,-0.009754943493007623
user_9454,fund_2424,2,0.27655710930136623
user_7069,fund_920,4,0.23666679392123952
user_3760,fund_2050,5,-0.04869914833689769
user_1165,fund_375,2,0.013468299185149676
user_6467,fund_145,5,0.20452915857778292
user_7832,fund_431,1,0.11578444826775192
user_8173,fund_2632,1,0.00891915981616008
user_8056,fund_963,4,0.18964751609933134
user_1828,fund_2108,5,0.08789562070321916
user_9130,fund_4805,3,0.21364634648905556
user_1868,fund_4867,3,-0.06967601464355329
user_7827,fund_884,3,0.39160448615034193
user_3564,fund_1389,2,0.04473449985738938
user_7274,fund_4321,1,0.23902294378806166
user_2265,fund_936,1,0.35286560739164585
user_6402,fund_3845,5,0.1568801006875549
user_1796,fund_53,1,0.12119438791787317
user_1913,fund_1596,3,0.02935833681114989
user_7657,fund_2466,2,0.029226914767297357
user_9041,fund_2109,1,0.2540373407098384
user_8194,fund_4255,3,0.34037985379460006
user_4876,fund_892,1,-0.05352711931778027
user_4675,fund_1933,5,0.2965344817354144
user_1290,fund_1640,3,0.11425987611437531
user_9179,fund_1218,1,0.2951280063039891
user_6881,fund_1355,2,0.1275959610716165
user_9752,fund_1418,3,0.23128550406406628
user_9175,fund_974,3,-0.10798214814323999
user_3972,fund_913,5,0.05644985547744544
user_9903,fund_3020,4,0.008825874804930689
user_4036,fund_4688,2,-0.01680813354949723
user_9516,fund_317,5,0.15667110094193426
user_2162,fund_2745,3,-0.1341487801094401
user_1591,fund_3111,2,0.0582407155590728
user_6183,fund_3930,5,-0.03183805485766453
user_1312,fund_1285,3,0.1454650677162867
user_2383,fund_3239,4,-0.08783333785771126
user_1704,fund_362,5,-0.31235545798228226
user_9908,fund_4451,3,0.02173046855554677
user_2469,fund_4795,5,0.05289132383079015
user_556,fund_825,1,0.03666503591219975
user_5150,fund_4521,2,0.41053873680667385
user_2719,fund_3508,2,0.012765108324966898
user_2403,fund_3329,5,0.12928716081951205
user_9739,fund_294,2,0.05842662210820365
user_5343,fund_3117,3,0.05667903795047498
user_1136,fund_2064,2,0.20520682010491353
user_4543,fund_4770,3,-0.07623890116616218
user_5352,fund_1247,2,-0.02434536051388092
user_1435,fund_571,5,0.05111245582534977
user_5084,fund_277,4,-0.05217570478951562
user_7059,fund_1887,4,0.027247551590483268
user_1265,fund_4826,1,0.0347277355576916
user_9109,fund_885,1,0.06674797857448998
user_8213,fund_4569,3,-0.024421122174579812
user_6353,fund_2353,5,-0.010726579360741006
user_4811,fund_3747,3,0.12868983467367254
user_5346,fund_2428,4,0.07271896910892812
user_5126,fund_28,3,0.028335596797134474
user_7813,fund_3999,3,0.11741352762642393
user_9645,fund_4833,5,-0.014154445693076001
user_8707,fund_38,5,-0.08918388978136972
user_1098,fund_1823,2,-0.26215028590746514
user_3155,fund_3093,3,0.14310236921830272
user_5658,fund_3778,1,0.044614295584048703
user_988,fund_4116,5,-0.23860746193073745
user_4179,fund_1682,1,0.06959228776671461
user_5626,fund_4665,4,0.027479632562815715
user_933,fund_3598,2,0.13101357066058505
user_1980,fund_1855,1,-0.14677589544871628
user_8984,fund_791,4,0.1707089058398249
user_5390,fund_2255,3,0.043745312974772174
user_1607,fund_984,1,0.2781323348407093
user_3676,fund_3380,3,-0.05292712078982474
user_3633,fund_4444,4,-0.12456729576126079
user_8884,fund_3899,2,-0.03255891786854627
user_2946,fund_526,1,0.04010472831449361
user_1875,fund_1763,1,-0.02822569748309131
user_5797,fund_1016,4,0.16280619372931848
user_5109,fund_116,2,0.036859708362447764
user_5463,fund_583,3,-0.10512286507536751
user_3788,fund_2768,5,0.182910594225546
user_8465,fund_2013,2,-0.0840239274406931
user_1389,fund_3566,3,0.04816461964502198
user_5420,fund_728,1,0.22536008383571243
user_2043,fund_4197,1,0.35639105268777505
user_778,fund_213,3,-0.1856483732309802
user_9768,fund_2448,4,0.2004127182714461
user_3117,fund_591,4,0.18741247234090663
user_2720,fund_713,2,0.09849244704170358
user_8032,fund_1,1,0.024212259462601096
user_1949,fund_917,2,0.22238268150777968
user_7014,fund_89,2,-0.15159306884534524
user_3041,fund_105,4,-0.01082857415681708
user_1895,fund_316,3,0.08017415488277412
user_634,fund_1925,1,0.12042944177249076
user_6917,fund_3144,1,0.28162519105443323
user_8907,fund_3911,2,0.19914974495449855
user_3389,fund_1107,3,0.35162252393983084
user_2430,fund_2054,3,-0.14369269402495077
user_207,fund_899,2,0.06508949286479769
user_21,fund_409,3,0.10189446918532312
user_7294,fund_4904,4,-0.08527548232604391
user_4109,fund_2134,4,0.36790718152774177
user_1560,fund_1266,2,0.107710546919978
user_3638,fund_749,4,-0.014444733537691531
user_4780,fund_1927,5,0.16176664238729327
user_2356,fund_4790,3,0.1695080485206555
user_7979,fund_3665,2,0.1339746077476175
user_661,fund_4644,1,0.4165117170517044
user_9274,fund_2971,2,0.3527331041242082
user_8946,fund_4130,5,-0.0892471765163058
user_6236,fund_352,4,0.16317809899743685
user_7005,fund_158,2,-0.07598123129879623
user_956,fund_2071,4,-0.27453430405506163
user_9579,fund_3453,4,0.1155256906088755
user_955,fund_1712,3,-0.08448389366315197
user_4703,fund_1273,5,-0.017216680768083498
user_5631,fund_3811,2,0.16708489699686221
user_9633,fund_2979,2,0.1486058342761209
user_1394,fund_4281,5,0.16582821950017423
user_3714,fund_529,5,-0.04655727248332432
user_2958,fund_2914,2,0.23381865147437453
user_3591,fund_2147,2,0.3327571274772245
user_9131,fund_525,2,0.06339594504346517
user_374,fund_2340,5,0.003524677294301143
user_4648,fund_2365,4,-0.053039077950259625
user_1646,fund_13,1,0.29373968716736193
user_3155,fund_129,1,0.08331784356454532
user_8219,fund_2113,3,0.25063273110560264
user_9444,fund_4356,1,0.21651889849641703
user_5543,fund_4555,4,0.010665449675303487
user_7062,fund_3374,3,-0.020916635158858
user_3081,fund_3778,2,0.044614295584048703
user_5724,fund_2891,1,0.3012970711855442
user_9472,fund_2360,4,0.21254788192757612
user_9499,fund_3192,3,0.32729552968939707
user_6052,fund_2734,5,0.11160643763838514
user_3568,fund_1655,4,0.08154945995243712
user_2203,fund_1390,4,0.22863956322768264
user_1274,fund_956,4,-0.15028838518001641
user_3953,fund_2381,2,-0.08903278227179005
user_968,fund_1316,4,0.3180576793115106
user_281,fund_2844,1,0.14621373659077583
user_6262,fund_1058,5,0.10001660032684262
user_5178,fund_1008,3,0.14356756502973436
user_1229,fund_1035,2,0.09168552341788547
user_8467,fund_2740,2,0.029074384783056288
user_1239,fund_125,2,-0.08608519989601572
user_7473,fund_3868,1,0.3640323510089178
user_5342,fund_3249,4,-0.08047343704401054
user_6294,fund_4403,2,0.1719058517735307
user_891,fund_4470,2,-0.11900164413697668
user_9556,fund_128,5,0.14869024427013827
user_7519,fund_4612,2,-0.10193034527811833
user_5238,fund_2474,2,0.4484979712746936
user_6257,fund_4049,1,0.1450136753353123
user_7705,fund_3719,1,-0.06294371467720915
user_986,fund_1863,1,0.1386032622012574
user_4909,fund_3072,3,0.17946928633794876
user_3124,fund_1327,5,0.1985259252664589
user_8125,fund_3291,2,-0.20275780358009882
user_5105,fund_703,1,0.25066840690054587
user_7848,fund_4783,5,0.0036759870351275176
user_3828,fund_3230,1,0.13383373600314952
user_7114,fund_1347,2,0.15734456273895153
user_3173,fund_4589,4,0.14339455822657704
user_9829,fund_4114,2,0.3791507932841137
user_7761,fund_1000,3,0.08900439437215359
user_1388,fund_3712,1,0.21415888601136146
user_2772,fund_3726,1,0.11855602523806344
user_4806,fund_2190,5,-0.09472376914014695
user_2875,fund_1440,1,0.2395713405939741
user_8927,fund_3568,3,-0.16792212969332593
user_6059,fund_3338,3,0.14219312810633988
user_7117,fund_2889,2,0.269569838497388
user_2989,fund_3848,3,-0.12516944331476315
user_6228,fund_3865,2,-0.030081366940141463
user_1177,fund_4760,4,0.08856242388557695
user_5252,fund_4399,5,0.20426561860681952
user_8234,fund_943,2,0.20925775489708093
user_6570,fund_1004,5,-0.07492401030701994
user_406,fund_1014,5,0.08586761374911084
user_5243,fund_714,3,0.18109062615953492
user_140,fund_4565,3,-0.19538205153979737
user_6012,fund_963,5,0.18964751609933134
user_3610,fund_1692,4,0.23477253485562022
user_7311,fund_105,4,-0.01082857415681708
user_9873,fund_4097,1,0.14952823029086137
user_6787,fund_2137,1,0.12617337262101808
user_4445,fund_3530,4,0.07835745656807573
user_7052,fund_3654,1,0.17325113596513153
user_8105,fund_444,2,0.08827925595241665
user_5047,fund_35,4,0.021258427551648633
user_9667,fund_3957,1,-0.05818098173209467
user_5291,fund_1708,2,-0.16886850167040574
user_6284,fund_1300,4,0.18398476300028482
user_3097,fund_4616,2,0.15104228791203322
user_5752,fund_1660,2,0.34629229559343555
user_6295,fund_4815,1,-0.057742896987815276
user_3225,fund_4954,5,-0.09316366495554972
